pickup_date,pickup_hour,trip_count,PULocationID_mode,DOLocationID_mode,is_weekend_mode,trip_miles_mean,trip_miles_sum,trip_time_mean,trip_time_sum,base_passenger_fare_mean,base_passenger_fare_sum,tolls_mean,tolls_sum,bcf_mean,bcf_sum,sales_tax_mean,sales_tax_sum,congestion_surcharge_mean,congestion_surcharge_sum,tips_mean,tips_sum,driver_pay_mean,driver_pay_sum,PULocationBorough,PULocationZone,DOLocationBorough,DOLocationZone
2024-01-01,0,12828,79,265,False,4.793259822263797,61487.937,1067.1121764889306,13688915,25.15159027128157,322644.6,0.8614000623635797,11050.04,0.7100779544745868,9108.88,2.121456969130028,27214.05,0.972618490801372,12476.75,1.39002260679763,17831.21,18.531449173682567,237721.43,Manhattan,East Village,,Outside of NYC
2024-01-01,1,11841,37,265,False,4.630181234693016,54825.976,1091.4399121695803,12923740,35.724539312558065,423014.27,0.8233460011823326,9749.24,1.002603665230977,11871.83,2.9875483489570134,35375.56,0.9257241787011232,10961.5,1.7306519719618276,20492.65,24.047874334937926,284750.88,Brooklyn,Bushwick South,,Outside of NYC
2024-01-01,2,13384,37,265,False,5.27833965929468,70645.298,1116.7150328750747,14946114,34.73782127913927,464931.0,1.056810370591751,14144.35,0.9815137477585176,13136.58,2.879476987447698,38538.92,1.0131687089061563,13560.25,1.5034683203825463,20122.42,27.23466601912732,364508.77,Brooklyn,Bushwick South,,Outside of NYC
2024-01-01,3,14046,37,265,False,5.69539648298448,79997.539,1108.1804784280223,15565503,28.3065919122882,397594.39,1.1896611134842658,16709.98,0.8103253595329631,11381.83,2.354000427167877,33064.29,1.0321799800654992,14498.0,0.8119293749110067,11404.36,23.592562295315396,331381.13,Brooklyn,Bushwick South,,Outside of NYC
2024-01-01,4,11238,80,265,False,6.150048763125112,69114.248,1118.9211603488166,12574436,26.059369104822924,292855.19,1.3663116212849262,15354.61,0.7543379604911906,8477.25,2.1895675387079554,24606.36,0.9306148780921872,10458.25,0.5329186688022779,5988.94,21.519011389927037,241830.65,Brooklyn,East Williamsburg,,Outside of NYC
2024-01-01,5,7409,80,265,False,6.356421109461466,47094.724,1098.6249156431368,8139712,26.32853151572412,195068.09,1.4652476717505736,10856.02,0.7667337022540154,5680.73,2.2303171818059115,16524.42,0.7835402888378998,5805.25,0.4821041975975165,3571.91,20.73412336347685,153619.12,Brooklyn,East Williamsburg,,Outside of NYC
2024-01-01,6,6005,80,265,False,6.183611823480433,37132.589,1037.1720233139051,6228218,28.11861948376353,168852.31,1.4374837635303914,8632.09,0.8158701082431308,4899.3,2.3731906744379683,14251.01,0.8600333055786844,5164.5,0.503270607826811,3022.14,21.618078268109908,129816.56,Brooklyn,East Williamsburg,,Outside of NYC
2024-01-01,7,4570,80,265,False,6.753463019693655,30863.326,1075.4146608315098,4914645,27.914398249452955,127568.8,1.5583150984682714,7121.5,0.8172516411378556,3734.84,2.3828577680525163,10889.66,0.8262035010940919,3775.75,0.6938884026258206,3171.07,23.36303719912473,106769.08,Brooklyn,East Williamsburg,,Outside of NYC
2024-01-01,8,3961,132,132,False,6.832715475889926,27064.386,1042.1335521332996,4127891,25.170795253723806,99701.52,1.7786821509719768,7045.36,0.7499520323150719,2970.56,2.1174703357737945,8387.3,0.8386771017419844,3322.0,0.8139358747790962,3224.0,21.57710679121434,85466.92,Queens,JFK Airport,Queens,JFK Airport
2024-01-01,9,3713,138,265,False,6.841153514678158,25401.203,1032.6854295717749,3834361,24.769921896040938,91970.72,1.8386022084567737,6826.7300000000005,0.7414489631026124,2753.0,2.058112038782656,7641.77,0.9554268785348776,3547.5,0.9650094263398868,3583.08,21.460282790196604,79682.03,Queens,LaGuardia Airport,,Outside of NYC
2024-01-01,10,3816,138,265,False,6.746752358490566,25745.607,1050.5230607966455,4008796,27.517699161425572,105007.54,2.048810272536688,7818.26,0.8220414046121592,3136.91,2.1995073375262053,8393.32,0.965670859538784,3685.0,1.0856577568134171,4142.87,21.77975890985325,83111.56,Queens,LaGuardia Airport,,Outside of NYC
